
MISC - Timestep: 32768 | Elapsed time: 68.161
ACTOR - Steps per second: 485.602 | Episode length mean: 14.930 | Episode length std: 4.763 | Episode length min: 1 | Episode length max: 32 | Episode return mean: -36.937 | Episode return std: 34.082 | Episode return min: -106.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.027 | Total loss: 0.623 | Value loss: 1.248
EVALUATOR - Steps per second: 1766.850 | Episode length mean: 14.750 | Episode length std: 3.733 | Episode length min: 7 | Episode length max: 21 | Episode return mean: -14.750 | Episode return std: 3.733 | Episode return min: -21.000 | Episode return max: -7.000
MISC - Timestep: 360448 | Elapsed time: 471.201
ACTOR - Steps per second: 736.135 | Episode length mean: 14.308 | Episode length std: 3.607 | Episode length min: 5 | Episode length max: 35 | Episode return mean: -14.308 | Episode return std: 3.607 | Episode return min: -35.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Entropy: 0.026 | Total loss: 0.601 | Value loss: 1.204
EVALUATOR - Steps per second: 1757.457 | Episode length mean: 14.656 | Episode length std: 3.559 | Episode length min: 8 | Episode length max: 24 | Episode return mean: -14.656 | Episode return std: 3.559 | Episode return min: -24.000 | Episode return max: -8.000
MISC - Timestep: 393216 | Elapsed time: 516.555
ACTOR - Steps per second: 741.462 | Episode length mean: 14.419 | Episode length std: 3.761 | Episode length min: 4 | Episode length max: 34 | Episode return mean: -14.419 | Episode return std: 3.761 | Episode return min: -34.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.026 | Total loss: 0.618 | Value loss: 1.237
EVALUATOR - Steps per second: 1515.664 | Episode length mean: 13.781 | Episode length std: 2.736 | Episode length min: 8 | Episode length max: 21 | Episode return mean: -13.781 | Episode return std: 2.736 | Episode return min: -21.000 | Episode return max: -8.000
MISC - Timestep: 425984 | Elapsed time: 562.300
ACTOR - Steps per second: 735.667 | Episode length mean: 14.302 | Episode length std: 3.680 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.302 | Episode return std: 3.680 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.027 | Total loss: 0.594 | Value loss: 1.190
EVALUATOR - Steps per second: 1550.399 | Episode length mean: 14.094 | Episode length std: 3.014 | Episode length min: 10 | Episode length max: 23 | Episode return mean: -14.094 | Episode return std: 3.014 | Episode return min: -23.000 | Episode return max: -10.000
MISC - Timestep: 458752 | Elapsed time: 601.863
ACTOR - Steps per second: 856.961 | Episode length mean: 14.319 | Episode length std: 3.679 | Episode length min: 4 | Episode length max: 28 | Episode return mean: -14.319 | Episode return std: 3.679 | Episode return min: -28.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.026 | Total loss: 0.582 | Value loss: 1.166
EVALUATOR - Steps per second: 1740.694 | Episode length mean: 13.812 | Episode length std: 3.477 | Episode length min: 7 | Episode length max: 21 | Episode return mean: -13.812 | Episode return std: 3.477 | Episode return min: -21.000 | Episode return max: -7.000
MISC - Timestep: 491520 | Elapsed time: 643.198
ACTOR - Steps per second: 817.916 | Episode length mean: 14.190 | Episode length std: 3.599 | Episode length min: 4 | Episode length max: 29 | Episode return mean: -14.190 | Episode return std: 3.599 | Episode return min: -29.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.026 | Total loss: 0.555 | Value loss: 1.112
EVALUATOR - Steps per second: 1878.291 | Episode length mean: 14.594 | Episode length std: 3.757 | Episode length min: 8 | Episode length max: 24 | Episode return mean: -14.594 | Episode return std: 3.757 | Episode return min: -24.000 | Episode return max: -8.000
MISC - Timestep: 524288 | Elapsed time: 684.176
ACTOR - Steps per second: 824.027 | Episode length mean: 14.252 | Episode length std: 3.693 | Episode length min: 4 | Episode length max: 35 | Episode return mean: -14.252 | Episode return std: 3.693 | Episode return min: -35.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.026 | Total loss: 0.576 | Value loss: 1.154
EVALUATOR - Steps per second: 2370.377 | Episode length mean: 15.531 | Episode length std: 3.269 | Episode length min: 10 | Episode length max: 24 | Episode return mean: -15.531 | Episode return std: 3.269 | Episode return min: -24.000 | Episode return max: -10.000
MISC - Timestep: 557056 | Elapsed time: 724.545
ACTOR - Steps per second: 839.811 | Episode length mean: 14.373 | Episode length std: 3.766 | Episode length min: 3 | Episode length max: 34 | Episode return mean: -14.373 | Episode return std: 3.766 | Episode return min: -34.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Entropy: 0.025 | Total loss: 0.581 | Value loss: 1.164
EVALUATOR - Steps per second: 2106.008 | Episode length mean: 14.719 | Episode length std: 3.923 | Episode length min: 5 | Episode length max: 23 | Episode return mean: -14.719 | Episode return std: 3.923 | Episode return min: -23.000 | Episode return max: -5.000
MISC - Timestep: 589824 | Elapsed time: 762.901
ACTOR - Steps per second: 878.684 | Episode length mean: 14.322 | Episode length std: 3.697 | Episode length min: 4 | Episode length max: 29 | Episode return mean: -14.322 | Episode return std: 3.697 | Episode return min: -29.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.025 | Total loss: 0.555 | Value loss: 1.112
EVALUATOR - Steps per second: 1902.507 | Episode length mean: 15.688 | Episode length std: 5.382 | Episode length min: 8 | Episode length max: 27 | Episode return mean: -15.688 | Episode return std: 5.382 | Episode return min: -27.000 | Episode return max: -8.000
MISC - Timestep: 622592 | Elapsed time: 804.204
ACTOR - Steps per second: 819.095 | Episode length mean: 14.237 | Episode length std: 3.735 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.237 | Episode return std: 3.735 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.025 | Total loss: 0.555 | Value loss: 1.111
EVALUATOR - Steps per second: 1748.752 | Episode length mean: 14.688 | Episode length std: 2.941 | Episode length min: 10 | Episode length max: 20 | Episode return mean: -14.688 | Episode return std: 2.941 | Episode return min: -20.000 | Episode return max: -10.000
MISC - Timestep: 655360 | Elapsed time: 850.248
ACTOR - Steps per second: 730.196 | Episode length mean: 14.152 | Episode length std: 3.558 | Episode length min: 5 | Episode length max: 30 | Episode return mean: -14.152 | Episode return std: 3.558 | Episode return min: -30.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Entropy: 0.023 | Total loss: 0.534 | Value loss: 1.070
EVALUATOR - Steps per second: 1909.027 | Episode length mean: 15.219 | Episode length std: 3.389 | Episode length min: 9 | Episode length max: 25 | Episode return mean: -15.219 | Episode return std: 3.389 | Episode return min: -25.000 | Episode return max: -9.000
MISC - Timestep: 688128 | Elapsed time: 895.654
ACTOR - Steps per second: 739.788 | Episode length mean: 14.218 | Episode length std: 3.585 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.218 | Episode return std: 3.585 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.022 | Total loss: 0.532 | Value loss: 1.066
EVALUATOR - Steps per second: 1709.343 | Episode length mean: 13.750 | Episode length std: 3.640 | Episode length min: 8 | Episode length max: 21 | Episode return mean: -13.750 | Episode return std: 3.640 | Episode return min: -21.000 | Episode return max: -8.000
MISC - Timestep: 720896 | Elapsed time: 936.302
ACTOR - Steps per second: 829.299 | Episode length mean: 14.122 | Episode length std: 3.645 | Episode length min: 3 | Episode length max: 29 | Episode return mean: -14.122 | Episode return std: 3.645 | Episode return min: -29.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Entropy: 0.020 | Total loss: 0.541 | Value loss: 1.084
EVALUATOR - Steps per second: 1494.206 | Episode length mean: 13.562 | Episode length std: 3.172 | Episode length min: 7 | Episode length max: 20 | Episode return mean: -13.562 | Episode return std: 3.172 | Episode return min: -20.000 | Episode return max: -7.000
MISC - Timestep: 753664 | Elapsed time: 981.464
ACTOR - Steps per second: 739.289 | Episode length mean: 14.186 | Episode length std: 3.540 | Episode length min: 3 | Episode length max: 29 | Episode return mean: -14.186 | Episode return std: 3.540 | Episode return min: -29.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Entropy: 0.020 | Total loss: 0.503 | Value loss: 1.007
EVALUATOR - Steps per second: 1865.877 | Episode length mean: 13.750 | Episode length std: 3.211 | Episode length min: 8 | Episode length max: 21 | Episode return mean: -13.750 | Episode return std: 3.211 | Episode return min: -21.000 | Episode return max: -8.000
MISC - Timestep: 786432 | Elapsed time: 1022.057
ACTOR - Steps per second: 820.016 | Episode length mean: 14.462 | Episode length std: 3.741 | Episode length min: 3 | Episode length max: 30 | Episode return mean: -14.462 | Episode return std: 3.741 | Episode return min: -30.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Entropy: 0.019 | Total loss: 0.538 | Value loss: 1.077
EVALUATOR - Steps per second: 1624.873 | Episode length mean: 13.812 | Episode length std: 3.933 | Episode length min: 8 | Episode length max: 24 | Episode return mean: -13.812 | Episode return std: 3.933 | Episode return min: -24.000 | Episode return max: -8.000
MISC - Timestep: 819200 | Elapsed time: 1061.052
ACTOR - Steps per second: 864.052 | Episode length mean: 14.266 | Episode length std: 3.624 | Episode length min: 4 | Episode length max: 35 | Episode return mean: -14.266 | Episode return std: 3.624 | Episode return min: -35.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.019 | Total loss: 0.528 | Value loss: 1.058
EVALUATOR - Steps per second: 2053.958 | Episode length mean: 14.844 | Episode length std: 4.016 | Episode length min: 8 | Episode length max: 25 | Episode return mean: -14.844 | Episode return std: 4.016 | Episode return min: -25.000 | Episode return max: -8.000
MISC - Timestep: 851968 | Elapsed time: 1100.488
ACTOR - Steps per second: 853.265 | Episode length mean: 14.200 | Episode length std: 3.625 | Episode length min: 4 | Episode length max: 28 | Episode return mean: -14.200 | Episode return std: 3.625 | Episode return min: -28.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.018 | Total loss: 0.511 | Value loss: 1.023
EVALUATOR - Steps per second: 2050.967 | Episode length mean: 14.250 | Episode length std: 3.345 | Episode length min: 6 | Episode length max: 21 | Episode return mean: -14.250 | Episode return std: 3.345 | Episode return min: -21.000 | Episode return max: -6.000
MISC - Timestep: 884736 | Elapsed time: 1143.157
ACTOR - Steps per second: 792.811 | Episode length mean: 14.271 | Episode length std: 3.635 | Episode length min: 4 | Episode length max: 31 | Episode return mean: -14.271 | Episode return std: 3.635 | Episode return min: -31.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.018 | Total loss: 0.525 | Value loss: 1.050
EVALUATOR - Steps per second: 2014.696 | Episode length mean: 13.531 | Episode length std: 4.062 | Episode length min: 7 | Episode length max: 25 | Episode return mean: -13.531 | Episode return std: 4.062 | Episode return min: -25.000 | Episode return max: -7.000
MISC - Timestep: 917504 | Elapsed time: 1182.887
ACTOR - Steps per second: 846.310 | Episode length mean: 14.240 | Episode length std: 3.665 | Episode length min: 5 | Episode length max: 30 | Episode return mean: -14.240 | Episode return std: 3.665 | Episode return min: -30.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.000 | Entropy: 0.019 | Total loss: 0.507 | Value loss: 1.015
EVALUATOR - Steps per second: 1695.900 | Episode length mean: 14.938 | Episode length std: 3.716 | Episode length min: 8 | Episode length max: 23 | Episode return mean: -14.938 | Episode return std: 3.716 | Episode return min: -23.000 | Episode return max: -8.000
MISC - Timestep: 950272 | Elapsed time: 1223.044
ACTOR - Steps per second: 840.396 | Episode length mean: 14.290 | Episode length std: 3.649 | Episode length min: 3 | Episode length max: 31 | Episode return mean: -14.290 | Episode return std: 3.649 | Episode return min: -31.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Entropy: 0.018 | Total loss: 0.539 | Value loss: 1.079
EVALUATOR - Steps per second: 2094.738 | Episode length mean: 14.750 | Episode length std: 3.775 | Episode length min: 8 | Episode length max: 25 | Episode return mean: -14.750 | Episode return std: 3.775 | Episode return min: -25.000 | Episode return max: -8.000
MISC - Timestep: 983040 | Elapsed time: 1261.726
ACTOR - Steps per second: 862.219 | Episode length mean: 14.277 | Episode length std: 3.723 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.277 | Episode return std: 3.723 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.019 | Total loss: 0.512 | Value loss: 1.026
EVALUATOR - Steps per second: 1574.247 | Episode length mean: 13.375 | Episode length std: 3.398 | Episode length min: 6 | Episode length max: 23 | Episode return mean: -13.375 | Episode return std: 3.398 | Episode return min: -23.000 | Episode return max: -6.000
MISC - Timestep: 1015808 | Elapsed time: 1302.644
ACTOR - Steps per second: 814.356 | Episode length mean: 14.223 | Episode length std: 3.753 | Episode length min: 4 | Episode length max: 29 | Episode return mean: -14.223 | Episode return std: 3.753 | Episode return min: -29.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.000 | Entropy: 0.019 | Total loss: 0.514 | Value loss: 1.030
EVALUATOR - Steps per second: 1808.509 | Episode length mean: 13.656 | Episode length std: 2.734 | Episode length min: 7 | Episode length max: 21 | Episode return mean: -13.656 | Episode return std: 2.734 | Episode return min: -21.000 | Episode return max: -7.000
MISC - Timestep: 1048576 | Elapsed time: 1344.115
ACTOR - Steps per second: 805.306 | Episode length mean: 14.308 | Episode length std: 3.607 | Episode length min: 4 | Episode length max: 33 | Episode return mean: -14.308 | Episode return std: 3.607 | Episode return min: -33.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.020 | Total loss: 0.500 | Value loss: 1.002
EVALUATOR - Steps per second: 1625.742 | Episode length mean: 13.906 | Episode length std: 3.055 | Episode length min: 7 | Episode length max: 21 | Episode return mean: -13.906 | Episode return std: 3.055 | Episode return min: -21.000 | Episode return max: -7.000
MISC - Timestep: 1081344 | Elapsed time: 1378.382
ACTOR - Steps per second: 975.142 | Episode length mean: 14.226 | Episode length std: 3.632 | Episode length min: 4 | Episode length max: 32 | Episode return mean: -14.226 | Episode return std: 3.632 | Episode return min: -32.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.019 | Total loss: 0.506 | Value loss: 1.013
EVALUATOR - Steps per second: 2087.854 | Episode length mean: 13.656 | Episode length std: 3.322 | Episode length min: 7 | Episode length max: 21 | Episode return mean: -13.656 | Episode return std: 3.322 | Episode return min: -21.000 | Episode return max: -7.000
MISC - Timestep: 1114112 | Elapsed time: 1413.394
ACTOR - Steps per second: 962.089 | Episode length mean: 14.286 | Episode length std: 3.543 | Episode length min: 2 | Episode length max: 27 | Episode return mean: -14.286 | Episode return std: 3.543 | Episode return min: -27.000 | Episode return max: -2.000
TRAINER - Actor loss: -0.001 | Entropy: 0.019 | Total loss: 0.469 | Value loss: 0.939
EVALUATOR - Steps per second: 1756.870 | Episode length mean: 13.844 | Episode length std: 3.270 | Episode length min: 9 | Episode length max: 21 | Episode return mean: -13.844 | Episode return std: 3.270 | Episode return min: -21.000 | Episode return max: -9.000
MISC - Timestep: 1146880 | Elapsed time: 1449.323
ACTOR - Steps per second: 938.296 | Episode length mean: 14.163 | Episode length std: 3.645 | Episode length min: 4 | Episode length max: 28 | Episode return mean: -14.163 | Episode return std: 3.645 | Episode return min: -28.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.019 | Total loss: 0.484 | Value loss: 0.969
EVALUATOR - Steps per second: 1815.213 | Episode length mean: 14.156 | Episode length std: 2.785 | Episode length min: 9 | Episode length max: 21 | Episode return mean: -14.156 | Episode return std: 2.785 | Episode return min: -21.000 | Episode return max: -9.000
MISC - Timestep: 1179648 | Elapsed time: 1485.524
ACTOR - Steps per second: 922.028 | Episode length mean: 14.243 | Episode length std: 3.641 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.243 | Episode return std: 3.641 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.018 | Total loss: 0.486 | Value loss: 0.973
EVALUATOR - Steps per second: 1705.445 | Episode length mean: 12.938 | Episode length std: 2.828 | Episode length min: 9 | Episode length max: 21 | Episode return mean: -12.938 | Episode return std: 2.828 | Episode return min: -21.000 | Episode return max: -9.000
MISC - Timestep: 1212416 | Elapsed time: 1520.662
ACTOR - Steps per second: 948.581 | Episode length mean: 14.258 | Episode length std: 3.731 | Episode length min: 5 | Episode length max: 39 | Episode return mean: -14.258 | Episode return std: 3.731 | Episode return min: -39.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Entropy: 0.019 | Total loss: 0.503 | Value loss: 1.006
EVALUATOR - Steps per second: 1778.547 | Episode length mean: 14.312 | Episode length std: 3.601 | Episode length min: 8 | Episode length max: 23 | Episode return mean: -14.312 | Episode return std: 3.601 | Episode return min: -23.000 | Episode return max: -8.000
MISC - Timestep: 1245184 | Elapsed time: 1555.470
ACTOR - Steps per second: 969.027 | Episode length mean: 14.228 | Episode length std: 3.608 | Episode length min: 4 | Episode length max: 31 | Episode return mean: -14.228 | Episode return std: 3.608 | Episode return min: -31.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.017 | Total loss: 0.488 | Value loss: 0.978
EVALUATOR - Steps per second: 1779.817 | Episode length mean: 13.438 | Episode length std: 3.220 | Episode length min: 7 | Episode length max: 22 | Episode return mean: -13.438 | Episode return std: 3.220 | Episode return min: -22.000 | Episode return max: -7.000
MISC - Timestep: 1277952 | Elapsed time: 1590.565
ACTOR - Steps per second: 959.253 | Episode length mean: 14.123 | Episode length std: 3.610 | Episode length min: 3 | Episode length max: 29 | Episode return mean: -14.123 | Episode return std: 3.610 | Episode return min: -29.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Entropy: 0.017 | Total loss: 0.457 | Value loss: 0.916
EVALUATOR - Steps per second: 2181.482 | Episode length mean: 14.906 | Episode length std: 4.072 | Episode length min: 7 | Episode length max: 23 | Episode return mean: -14.906 | Episode return std: 4.072 | Episode return min: -23.000 | Episode return max: -7.000
MISC - Timestep: 1310720 | Elapsed time: 1625.023
ACTOR - Steps per second: 977.603 | Episode length mean: 14.108 | Episode length std: 3.526 | Episode length min: 5 | Episode length max: 31 | Episode return mean: -14.108 | Episode return std: 3.526 | Episode return min: -31.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Entropy: 0.017 | Total loss: 0.466 | Value loss: 0.932
EVALUATOR - Steps per second: 2133.802 | Episode length mean: 15.188 | Episode length std: 4.326 | Episode length min: 9 | Episode length max: 25 | Episode return mean: -15.188 | Episode return std: 4.326 | Episode return min: -25.000 | Episode return max: -9.000
MISC - Timestep: 1343488 | Elapsed time: 1660.359
ACTOR - Steps per second: 953.224 | Episode length mean: 14.094 | Episode length std: 3.612 | Episode length min: 4 | Episode length max: 30 | Episode return mean: -14.094 | Episode return std: 3.612 | Episode return min: -30.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.017 | Total loss: 0.488 | Value loss: 0.978
EVALUATOR - Steps per second: 2592.440 | Episode length mean: 14.156 | Episode length std: 3.411 | Episode length min: 9 | Episode length max: 25 | Episode return mean: -14.156 | Episode return std: 3.411 | Episode return min: -25.000 | Episode return max: -9.000
MISC - Timestep: 1376256 | Elapsed time: 1694.947
ACTOR - Steps per second: 973.015 | Episode length mean: 14.187 | Episode length std: 3.561 | Episode length min: 4 | Episode length max: 34 | Episode return mean: -14.187 | Episode return std: 3.561 | Episode return min: -34.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.016 | Total loss: 0.472 | Value loss: 0.945
EVALUATOR - Steps per second: 1952.784 | Episode length mean: 13.688 | Episode length std: 3.644 | Episode length min: 8 | Episode length max: 25 | Episode return mean: -13.688 | Episode return std: 3.644 | Episode return min: -25.000 | Episode return max: -8.000
MISC - Timestep: 1409024 | Elapsed time: 1730.442
ACTOR - Steps per second: 940.572 | Episode length mean: 14.308 | Episode length std: 3.660 | Episode length min: 5 | Episode length max: 30 | Episode return mean: -14.308 | Episode return std: 3.660 | Episode return min: -30.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Entropy: 0.017 | Total loss: 0.476 | Value loss: 0.953
EVALUATOR - Steps per second: 1775.721 | Episode length mean: 15.156 | Episode length std: 3.528 | Episode length min: 8 | Episode length max: 25 | Episode return mean: -15.156 | Episode return std: 3.528 | Episode return min: -25.000 | Episode return max: -8.000
MISC - Timestep: 1441792 | Elapsed time: 1765.622
ACTOR - Steps per second: 939.881 | Episode length mean: 14.332 | Episode length std: 3.649 | Episode length min: 4 | Episode length max: 31 | Episode return mean: -14.332 | Episode return std: 3.649 | Episode return min: -31.000 | Episode return max: -4.000
TRAINER - Actor loss: -0.001 | Entropy: 0.017 | Total loss: 0.475 | Value loss: 0.951
EVALUATOR - Steps per second: 1606.865 | Episode length mean: 14.469 | Episode length std: 3.373 | Episode length min: 7 | Episode length max: 24 | Episode return mean: -14.469 | Episode return std: 3.373 | Episode return min: -24.000 | Episode return max: -7.000
MISC - Timestep: 1474560 | Elapsed time: 1801.210
ACTOR - Steps per second: 939.432 | Episode length mean: 14.215 | Episode length std: 3.526 | Episode length min: 3 | Episode length max: 27 | Episode return mean: -14.215 | Episode return std: 3.526 | Episode return min: -27.000 | Episode return max: -3.000
TRAINER - Actor loss: -0.001 | Entropy: 0.017 | Total loss: 0.453 | Value loss: 0.906
EVALUATOR - Steps per second: 1905.312 | Episode length mean: 14.125 | Episode length std: 3.471 | Episode length min: 7 | Episode length max: 20 | Episode return mean: -14.125 | Episode return std: 3.471 | Episode return min: -20.000 | Episode return max: -7.000
MISC - Timestep: 1507328 | Elapsed time: 1836.690
ACTOR - Steps per second: 951.124 | Episode length mean: 14.089 | Episode length std: 3.568 | Episode length min: 5 | Episode length max: 28 | Episode return mean: -14.089 | Episode return std: 3.568 | Episode return min: -28.000 | Episode return max: -5.000
TRAINER - Actor loss: -0.001 | Entropy: 0.017 | Total loss: 0.472 | Value loss: 0.946
